location,source,target,id,fuzzy,context,translator_comments,developer_comments
,Plumber,Plumber,,False,osm_plumber,,' Open Street Map term plumber. Service provider for plumbing installation and repair.'
,Plasterer,Plasterer,,False,osm_plasterer,,' Open Street Map term plasterer. Tradesperson performing wall and ceiling plastering.'
,Painter,Painter,,False,osm_painter,,' Open Street Map term painter. Professional offering painting services for buildings and interiors.'
,Jewellery Shop,Jewellery Shop,,False,osm_jeweller,,' Open Street Map term jeweller. Shop or workshop selling and repairing jewelry.'
,Floorer,Floorer,,False,osm_floorer,,' Open Street Map term floorer. Business fitting floors and floor coverings.'
,Distillery,Distillery,,False,osm_distillery,,"' Open Street Map term distillery. Facility producing distilled spirits, often with tours and sales.'"
,Carpet Layer,Carpet Layer,,False,osm_carpet_layer,,' Open Street Map term carpet_layer. Service installing carpets and related floor coverings.'
,Beekeeper,Beekeeper,,False,osm_beekeeper,,' Open Street Map term beekeeper. Person or business keeping bees and producing honey.'
,Public,Public,,False,osm_public,,' Open Street Map term public. Public facility or publicly accessible place.'
,Dormitory,Dormitory,,False,osm_dormitory,,' Open Street Map term dormitory. Residential building for students or group accommodation.'
,Apartments,Apartments,,False,osm_apartments,,' Open Street Map term apartments. Residential building containing multiple flats or apartments.'
,Internet Cafe,Internet Cafe,,False,osm_internet_cafe,,' Open Street Map term internet_cafe. Cafe offering public internet access and computers.'
,Shoe Shop,Shoe Shop,,False,osm_shoe_shop,,' Open Street Map term shoe_shop. Retail store selling shoes.'
,Shop,Shop,,False,osm_generic_shop,,' Open Street Map term generic_shop. General retail shop of unspecified type.'
,Coffee Shop,Coffee Shop,,False,osm_coffee_shop,,' Open Street Map term coffee_shop. Place serving coffee and light refreshments; cafe.'
,Coworking Space,Coworking Space,,False,osm_coworking_space,,"' Open Street Map term coworking_space. Shared workspace for freelancers, startups, and teams.'"
,Strip Club,Strip Club,,False,osm_stripclub,,' Open Street Map term stripclub. Adult entertainment venue with striptease performances.'
,EV Charging,EV Charging,,False,osm_ev_charging,,' Open Street Map term ev_charging. Electric vehicle charging station or point.'
,Pub,Pub,,False,osm_pub,,' Open Street Map term pub. Public house serving drinks and often food.'
,Obstacle Course,Obstacle Course,,False,osm_obstacle_course,,' Open Street Map term obstacle_course. Course with physical obstacles for training or fun.'
,Volleyball,Volleyball,,False,osm_volleyball,,' Open Street Map term volleyball. Court used for volleyball matches.'
,Tennis,Tennis,,False,osm_tennis,,' Open Street Map term tennis. Court used for tennis play and matches.'
,Soccer,Soccer,,False,osm_soccer,,"' Open Street Map term soccer. Pitch for association football, also called soccer.'"
,Shooting,Shooting,,False,osm_shooting,,' Open Street Map term shooting. Shooting range for firearms or archery practice.'
,Rugby Union,Rugby Union,,False,osm_rugby_union,,' Open Street Map term rugby_union. Pitch for rugby union matches.'
,Orienteering,Orienteering,,False,osm_orienteering,,' Open Street Map term orienteering. Area used for orienteering navigation sport.'
,Netball,Netball,,False,osm_netball,,' Open Street Map term netball. Court used for netball games.'
,Motor Shop,Motor Shop,,False,osm_motor,,' Open Street Map term motor. Business selling motor vehicles or motor-related products.'
,Kitesurfing,Kitesurfing,,False,osm_kitesurfing,,' Open Street Map term kitesurfing. Area or school for kitesurfing activities.'
,Karting,Karting,,False,osm_karting,,' Open Street Map term karting. Track for go-kart racing and events.'
,Judo,Judo,,False,osm_judo,,' Open Street Map term judo. Dojo or facility for judo practice and competitions.'
,Horseshoes,Horseshoes,,False,osm_horseshoes,,' Open Street Map term horseshoes. Area for playing the horseshoes throwing game.'
,Handball,Handball,,False,osm_handball,,' Open Street Map term handball. Court used for handball matches.'
,Golf,Golf,,False,osm_golf,,"' Open Street Map term golf. Golf course, driving range, or related golf facility.'"
,Gaelic Games,Gaelic Games,,False,osm_gaelic_games,,' Open Street Map term gaelic_games. Pitch for Gaelic sports such as hurling and Gaelic football.'
,Diving,Diving,,False,osm_diving,,' Open Street Map term diving. Site or facility for scuba diving or platform diving.'
,Darts,Darts,,False,osm_darts,,' Open Street Map term darts. Venue or area for playing darts.'
,Climbing Adventure,Climbing Adventure,,False,osm_climbing_adventure,,"' Open Street Map term climbing_adventure. Adventure climbing facility, indoor or outdoor.'"
,Basketball,Basketball,,False,osm_basketball,,' Open Street Map term basketball. Court used for basketball games and practice.'
,Bandy,Bandy,,False,osm_bandy,,' Open Street Map term bandy. Ice field used for bandy matches.'
,Australian Football,Australian Football,,False,osm_australian_football,,' Open Street Map term australian_football. Field for Australian rules football matches.'
,9-Pin,9-Pin,,False,osm_9pin,,' Open Street Map term 9pin. Alley or facility for nine-pin bowling.'
,Vacant,Vacant,,False,osm_vacant,,' Open Street Map term vacant. Property or premises that are vacant or unused.'
,Lottery Shop,Lottery Shop,,False,osm_lottery,,' Open Street Map term lottery. Retail outlet selling lottery tickets and services.'
,Trophy Shop,Trophy Shop,,False,osm_trophy,,"' Open Street Map term trophy. Shop selling trophies, medals, and awards.'"
,Music Shop,Music Shop,,False,osm_music,,' Open Street Map term music. Retail shop selling musical instruments or music media.'
,Games Shop,Games Shop,,False,osm_games,,"' Open Street Map term games. Retail shop selling board games, cards, and video games.'"
,Tyre Shop,Tyre Shop,,False,osm_tyres,,' Open Street Map term tyres. Retail and service shop for tires and wheel services.'
,Sports Shop,Sports Shop,,False,osm_sports,,' Open Street Map term sports. Retail shop selling sports equipment and apparel.'
,Outdoor Shop,Outdoor Shop,,False,osm_outdoor,,' Open Street Map term outdoor. Retail shop specializing in outdoor equipment and clothing.'
,Car Dealer,Car Dealer,,False,osm_car,,' Open Street Map term car. Business selling cars; car dealership.'
,Electronics Shop,Electronics Shop,,False,osm_electronics,,' Open Street Map term electronics. Retail shop selling electronic devices and gadgets.'
,Computer Shop,Computer Shop,,False,osm_computer,,"' Open Street Map term computer. Retail shop selling computers, laptops, and accessories.'"
,Furniture Shop,Furniture Shop,,False,osm_furniture,,' Open Street Map term furniture. Retail shop selling furniture and home furnishings.'
,Candle Shop,Candle Shop,,False,osm_candles,,' Open Street Map term candles. Retail shop selling candles and related gifts.'
,Hardware Shop,Hardware Shop,,False,osm_hardware,,"' Open Street Map term hardware. Retail store selling tools, building and repair supplies.'"
,Gas Station,Gas Station,,False,osm_gas,,"' Open Street Map term gas. Fuel station selling petrol, diesel and sometimes goods.'"
,Energy Company,Energy Company,,False,osm_energy,,"' Open Street Map term energy. Business or facility supplying electricity, gas or other energy.'"
,DIY Shop,DIY Shop,,False,osm_doityourself,,' Open Street Map term doityourself. Retailer for home improvement and DIY supplies.'
,Bathroom Shop,Bathroom Shop,,False,osm_bathroom_furnishing,,' Open Street Map term bathroom_furnishing. Store selling bathroom fixtures and fittings.'
,Medical Supply Shop,Medical Supply Shop,,False,osm_medical_supply,,' Open Street Map term medical_supply. Shop providing medical equipment and supplies.'
,Variety Store,Variety Store,,False,osm_variety_store,,' Open Street Map term variety_store. General retailer selling a range of low-cost household items.'
,Second Hand Shop,Second Hand Shop,,False,osm_second_hand,,' Open Street Map term second_hand. Shop selling used goods and pre-owned items.'
,Charity Shop,Charity Shop,,False,osm_charity,,' Open Street Map term charity. Nonprofit store selling donated goods to fund charitable work.'
,Fashion Shop,Fashion Shop,,False,osm_fashion,,' Open Street Map term fashion. Clothing and accessory retailer.'
,Fabric Shop,Fabric Shop,,False,osm_fabric,,' Open Street Map term fabric. Store selling textiles and sewing materials.'
,Clothing Shop,Clothing Shop,,False,osm_clothes,,' Open Street Map term clothes. Retailer selling garments and apparel.'
,Butcher Shop,Butcher Shop,,False,osm_butcher,,' Open Street Map term butcher. Shop selling fresh meat and related products.'
,Water Utility,Water Utility,,False,osm_water_utility,,' Open Street Map term water_utility. Organization supplying water services and infrastructure.'
,Real Estate Agent,Real Estate Agent,,False,osm_realtor,,"' Open Street Map term realtor. Person or agency selling, renting or managing property.'"
,Company,Company,,False,osm_company,,' Open Street Map term company. Business or commercial organization.'
,Accountant,Accountant,,False,osm_accountant,,' Open Street Map term accountant. Professional providing accounting and tax services.'
,Bunker Silo,Bunker Silo,,False,osm_bunker_silo,,"' Open Street Map term bunker_silo. Large storage silo, often for silage or bulk materials.'"
,Hackerspace,Hackerspace,,False,osm_hackerspace,,' Open Street Map term hackerspace. Community-operated workspace for technology and creativity.'
,Lifeguard Base,Lifeguard Base,,False,osm_lifeguard_base,,' Open Street Map term lifeguard_base. Station for lifeguards monitoring beaches or pools.'
,Roofer,Roofer,,False,osm_roofer,,' Open Street Map term roofer. Professional specialized in roof construction and repair.'
,Rigger,Rigger,,False,osm_rigger,,"' Open Street Map term rigger. Worker who sets up rigging for lifts, stages, or equipment.'"
,Parquet Layer,Parquet Layer,,False,osm_parquet_layer,,' Open Street Map term parquet_layer. Tradesperson installing wooden parquet flooring.'
,Gardener,Gardener,,False,osm_gardener,,' Open Street Map term gardener. Person or service maintaining gardens and green spaces.'
,Stable,Stable,,False,osm_stable,,' Open Street Map term stable. Building where horses are housed.'
,Garage,Garage,,False,osm_garage,,' Open Street Map term garage. Building for vehicle storage or repair.'
,Transportation Facility,Transportation Facility,,False,osm_transportation,,' Open Street Map term transportation. Place related to transport services or infrastructure.'
,House,House,,False,osm_house,,' Open Street Map term house. Residential building for living.'
,Helipad,Helipad,,False,osm_helipad,,' Open Street Map term helipad. Designated landing area for helicopters.'
,Apron,Apron,,False,osm_apron,,"' Open Street Map term apron. Area where aircraft are parked, loaded and refueled.'"
,Electronics Shop,Electronics Shop,,False,osm_consumer_electronics_store,,' Open Street Map term consumer_electronics_store. Retailer selling consumer electronic devices.'
,Specialty Shop,Specialty Shop,,False,osm_speciality_store,,' Open Street Map term speciality_store. Retailer focusing on a specific product category.'
,Defined,Defined,,False,osm_defined,,' Open Street Map term defined. Placeholder tag indicating a value is explicitly defined.'
,Sauna,Sauna,,False,osm_sauna,,' Open Street Map term sauna. Facility for steam or dry heat bathing.'
,Gym,Gym,,False,osm_gym,,' Open Street Map term gym. Fitness center with exercise equipment and classes.'
,Crematorium,Crematorium,,False,osm_crematorium,,' Open Street Map term crematorium. Facility for cremating human remains.'
,Gambling Venue,Gambling Venue,,False,osm_gambling,,"' Open Street Map term gambling. Place offering betting, casinos or gaming machines.'"
,Music School,Music School,,False,osm_music_school,,' Open Street Map term music_school. Institution offering music lessons and training.'
,Bar,Bar,,False,osm_bar,,' Open Street Map term bar. Place serving alcoholic drinks.'
,Farm,Farm,,False,osm_farm,,' Open Street Map term farm. Land used for agriculture and livestock.'
,Bicycle Shop,Bicycle Shop,,False,osm_bicycle,,' Open Street Map term bicycle. Retailer selling and repairing bicycles.'
,Tailor,Tailor,,False,osm_tailor,,' Open Street Map term tailor. Professional making and altering clothing.'
,Locksmith,Locksmith,,False,osm_locksmith,,"' Open Street Map term locksmith. Service for locks, keys and security hardware.'"
,Industrial,Industrial,,False,osm_industrial,,' Open Street Map term industrial. Area or facility used for manufacturing or industry.'
,Wilderness Hut,Wilderness Hut,,False,osm_wilderness_hut,,' Open Street Map term wilderness_hut. Shelter in remote areas for hikers or campers.'
,Hostel,Hostel,,False,osm_hostel,,"' Open Street Map term hostel. Budget accommodation, dormitory-style lodging.'"
,Caravan Site,Caravan Site,,False,osm_caravan_site,,' Open Street Map term caravan_site. Site for parking caravans and recreational vehicles.'
,Weightlifting Facility,Weightlifting Facility,,False,osm_weightlifting,,' Open Street Map term weightlifting. Place for Olympic weightlifting training or competitions.'
,Taekwondo Club,Taekwondo Club,,False,osm_taekwondo,,' Open Street Map term taekwondo. Venue for practicing taekwondo martial art.'
,Swimming Pool,Swimming Pool,,False,osm_swimming,,' Open Street Map term swimming. Indoor or outdoor pool for swimming activities.'
,Surfing Area,Surfing Area,,False,osm_surfing,,' Open Street Map term surfing. Location suitable for surfing.'
,Skating Rink,Skating Rink,,False,osm_skating,,' Open Street Map term skating. Designated area for ice or roller skating.'
,Racquet Sports Facility,Racquet Sports Facility,,False,osm_racquet,,' Open Street Map term racquet. Venue for racquet sports like tennis or squash.'
,Pelota Court,Pelota Court,,False,osm_pelota,,' Open Street Map term pelota. Court for playing Basque pelota.'
,Paragliding Site,Paragliding Site,,False,osm_paragliding,,' Open Street Map term paragliding. Launch or landing area for paragliding.'
,Parachuting Site,Parachuting Site,,False,osm_parachuting,,' Open Street Map term parachuting. Drop zone for skydiving and parachuting activities.'
,Motocross Track,Motocross Track,,False,osm_motocross,,' Open Street Map term motocross. Off-road motorcycle racing circuit.'
,Ice Skating Rink,Ice Skating Rink,,False,osm_ice_skating,,' Open Street Map term ice_skating. Indoor or outdoor ice rink for skating.'
,Horse Racing Track,Horse Racing Track,,False,osm_horse_racing,,' Open Street Map term horse_racing. Track for organized horse races.'
,Dog Racing Track,Dog Racing Track,,False,osm_dog_racing,,' Open Street Map term dog_racing. Track for greyhound or dog racing events.'
,Climbing Area,Climbing Area,,False,osm_climbing,,' Open Street Map term climbing. Indoor or outdoor location for rock or wall climbing.'
,Chess Club,Chess Club,,False,osm_chess,,' Open Street Map term chess. Venue for playing and teaching chess.'
,Canadian Football Field,Canadian Football Field,,False,osm_canadian_football,,' Open Street Map term canadian_football. Field configured for Canadian football games.'
,Beach Volleyball Court,Beach Volleyball Court,,False,osm_beachvolleyball,,' Open Street Map term beachvolleyball. Sand court for beach volleyball.'
,Base,Base,,False,osm_base,,' Open Street Map term base. Primary location or headquarters for operations.'
,Athletics Track,Athletics Track,,False,osm_athletics,,' Open Street Map term athletics. Track and field facility for athletics events.'
,Pawnbroker Shop,Pawnbroker Shop,,False,osm_pawnbroker,,' Open Street Map term pawnbroker. Shop offering pawnbroking and short-term loans.'
,Ticket Office,Ticket Office,,False,osm_ticket,,' Open Street Map term ticket. Place where tickets for events or transport are sold.'
,Stationery Shop,Stationery Shop,,False,osm_stationery,,"' Open Street Map term stationery. Retailer selling paper, office and school supplies.'"
,Video Game Shop,Video Game Shop,,False,osm_video_games,,' Open Street Map term video_games. Store selling video games and gaming consoles.'
,Model Shop,Model Shop,,False,osm_model,,' Open Street Map term model. Shop selling scale models and hobby kits.'
,Frame Shop,Frame Shop,,False,osm_frame,,' Open Street Map term frame. Shop providing picture frames and framing services.'
,Art Shop,Art Shop,,False,osm_art,,' Open Street Map term art. Gallery or shop for artworks and art supplies.'
,Car Parts Shop,Car Parts Shop,,False,osm_car_parts,,' Open Street Map term car_parts. Retailer of automotive spare parts and accessories.'
,Radio Equipment Shop,Radio Equipment Shop,,False,osm_radiotechnics,,' Open Street Map term radiotechnics. Shop specializing in radio and telecommunications equipment.'
,Bed Shop,Bed Shop,,False,osm_bed,,' Open Street Map term bed. Retailer selling beds and bedroom furniture.'
,Garden Furniture Shop,Garden Furniture Shop,,False,osm_garden_furniture,,' Open Street Map term garden_furniture. Store selling outdoor and garden furniture.'
,Electrical Shop,Electrical Shop,,False,osm_electrical,,' Open Street Map term electrical. Retailer for electrical supplies and components.'
,Perfumery,Perfumery,,False,osm_perfumery,,' Open Street Map term perfumery. Shop selling perfumes and fragrances.'
,Hairdresser,Hairdresser,,False,osm_hairdresser,,' Open Street Map term hairdresser. Salon offering hair cutting and styling services.'
,Drugstore,Drugstore,,False,osm_drugstore,,"' Open Street Map term drugstore. Store selling medicines, toiletries and convenience items.'"
,Shoe Shop,Shoe Shop,,False,osm_shoes,,' Open Street Map term shoes. Retailer selling footwear.'
,Leather Goods Shop,Leather Goods Shop,,False,osm_leather,,' Open Street Map term leather. Shop selling leather products and hides.'
,General Store,General Store,,False,osm_general,,' Open Street Map term general. Store offering a wide range of everyday items.'
,Seafood Shop,Seafood Shop,,False,osm_seafood,,' Open Street Map term seafood. Fishmonger selling fresh seafood and fish.'
,Organic Shop,Organic Shop,,False,osm_organic,,' Open Street Map term organic. Store specializing in organic food and products.'
,Greengrocer,Greengrocer,,False,osm_greengrocer,,' Open Street Map term greengrocer. Shop selling fresh fruits and vegetables.'
,Chocolate Shop,Chocolate Shop,,False,osm_chocolate,,' Open Street Map term chocolate. Shop selling chocolates and confections.'
,Brewing Supplies Shop,Brewing Supplies Shop,,False,osm_brewing_supplies,,' Open Street Map term brewing_supplies. Store supplying homebrewing ingredients and equipment.'
,Tax Advisor,Tax Advisor,,False,osm_tax_advisor,,' Open Street Map term tax_advisor. Professional providing tax advice and preparation.'
,Private Investigator,Private Investigator,,False,osm_private_investigator,,' Open Street Map term private_investigator. Professional conducting private investigations.'
,Government Office,Government Office,,False,osm_government,,' Open Street Map term government. Public administration or government facility.'
,Forestry,Forestry,,False,osm_forestry,,' Open Street Map term forestry. Area or organization managing forests and timber.'
,Estate Agent,Estate Agent,,False,osm_estate_agent,,' Open Street Map term estate_agent. Agent handling property sales and rentals.'
,Spring,Spring,,False,osm_spring,,' Open Street Map term spring. Natural water source emerging from the ground.'
,Golf Course,Golf Course,,False,osm_golf_course,,' Open Street Map term golf_course. Facility with holes for playing golf.'
,SES Station,SES Station,,False,osm_ses_station,,' Open Street Map term ses_station. State Emergency Service facility for rescue and emergency response.'
,Lifeguard Post,Lifeguard Post,,False,osm_lifeguard_place,,' Open Street Map term lifeguard_place. Location where lifeguards are posted.'
,Stonemason,Stonemason,,False,osm_stonemason,,' Open Street Map term stonemason. Craftsperson working with stone construction and carving.'
,Scaffolder,Scaffolder,,False,osm_scaffolder,,' Open Street Map term scaffolder. Worker who erects scaffolding for construction and maintenance.'
,Sailmaker,Sailmaker,,False,osm_sailmaker,,' Open Street Map term sailmaker. Business or workshop that makes and repairs sails'
,Photographic Laboratory,Photographic Laboratory,,False,osm_photographic_laboratory,,' Open Street Map term photographic_laboratory. Facility for developing and processing photographic film or prints'
,Photographer,Photographer,,False,osm_photographer,,' Open Street Map term photographer. Professional who takes photographs or runs a photo service'
,Insulation,Insulation,,False,osm_insulation,,' Open Street Map term insulation. Material or installation for thermal or acoustic insulation'
,Electrician,Electrician,,False,osm_electrician,,' Open Street Map term electrician. Tradesperson who installs or repairs electrical systems'
,Dressmaker,Dressmaker,,False,osm_dressmaker,,' Open Street Map term dressmaker. Business or person who makes or alters clothing'
,Caterer,Caterer,,False,osm_caterer,,' Open Street Map term caterer. Service providing food for events or functions'
,Terrace,Terrace,,False,osm_terrace,,"' Open Street Map term terrace. Raised, paved, or landscaped flat area often attached to a building'"
,Toy Shop,Toy Shop,,False,osm_toy_shop,,' Open Street Map term toy_shop. Retail shop selling toys and games'
,Dive Centre,Dive Centre,,False,osm_dive_centre,,' Open Street Map term dive_centre. Facility offering diving training and services'
,Swinger Club,Swinger Club,,False,osm_swingerclub,,' Open Street Map term swingerclub. Private club for consensual adult social and sexual activity'
,Doctors,Doctors,,False,osm_doctors,,' Open Street Map term doctors. Medical practice where general practitioners see patients'
,Driving School,Driving School,,False,osm_driving_school,,' Open Street Map term driving_school. Institution providing driver instruction and training'
,Free Flying,Free Flying,,False,osm_free_flying,,' Open Street Map term free_flying. Area or facility for unpowered flight sports like paragliding'
,Religion,Religion,,False,osm_religion,,' Open Street Map term religion. General tag for religious affiliation or places of worship'
,Kiosk,Kiosk,,False,osm_kiosk,,"' Open Street Map term kiosk. Small stand or booth selling snacks, newspapers, or tickets'"
,Residential Area,Residential Area,,False,osm_residential,,' Open Street Map term residential. Area designated primarily for housing'
,Food Outlet,Food Outlet,,False,osm_food,,' Open Street Map term food. Place offering prepared food or groceries'
,Waterfall,Waterfall,,False,osm_waterfall,,' Open Street Map term waterfall. Natural vertical or near-vertical water drop in a stream'
,Boatyard,Boatyard,,False,osm_boatyard,,"' Open Street Map term boatyard. Site where boats are built, repaired, or stored'"
,Theme Park,Theme Park,,False,osm_theme_park,,' Open Street Map term theme_park. Amusement park with rides and attractions'
,Roundhouse,Roundhouse,,False,osm_roundhouse,,' Open Street Map term roundhouse. Circular railway building for servicing locomotives'
,Generator,Generator,,False,osm_generator,,' Open Street Map term generator. Equipment that produces electrical power'
,Beach,Beach,,False,osm_beach,,' Open Street Map term beach. Sandy or pebbly shoreline beside a body of water'
,Naval Base,Naval Base,,False,osm_naval_base,,' Open Street Map term naval_base. Military facility for naval operations and ships'
,Industrial Works,Industrial Works,,False,osm_works,,' Open Street Map term works. Industrial site or manufacturing works'
,Water Works,Water Works,,False,osm_water_works,,' Open Street Map term water_works. Facility for water treatment or distribution'
,Telescope,Telescope,,False,osm_telescope,,' Open Street Map term telescope. Public telescope installation or instrument'
,Pier,Pier,,False,osm_pier,,' Open Street Map term pier. Platform extending over water for docking or recreation'
,Observatory,Observatory,,False,osm_observatory,,' Open Street Map term observatory. Facility for astronomical observations'
,Reservoir,Reservoir,,False,osm_reservoir,,' Open Street Map term reservoir. Artificial or natural water storage area'
,Monument,Monument,,False,osm_monument,,' Open Street Map term monument. Structure erected to commemorate a person or event'
,Battlefield,Battlefield,,False,osm_battlefield,,' Open Street Map term battlefield. Site of a historic military engagement'
,Planetarium,Planetarium,,False,osm_planetarium,,' Open Street Map term planetarium. Theater projecting astronomy shows and sky simulations'
,Social Centre,Social Centre,,False,osm_social_centre,,' Open Street Map term social_centre. Community space for events and local activities'
,Prison,Prison,,False,osm_prison,,' Open Street Map term prison. Secure facility for detaining convicted or accused persons'
,Courthouse,Courthouse,,False,osm_courthouse,,' Open Street Map term courthouse. Building housing legal and court services'
,Bridge,Bridge,,False,osm_bridge,,' Open Street Map term bridge. Structure carrying a route over an obstacle like water or road'
,Hangar,Hangar,,False,osm_hangar,,' Open Street Map term hangar. Large building for storing and servicing aircraft'
,Tower,Tower,,False,osm_tower,,' Open Street Map term tower. Tall vertical structure used for observation or support'
,Attraction,Attraction,,False,osm_attraction,,' Open Street Map term attraction. Place of interest for visitors'
,Zoo,Zoo,,False,osm_zoo,,' Open Street Map term zoo. Facility where animals are kept for public viewing and conservation'
,Gallery,Gallery,,False,osm_gallery,,' Open Street Map term gallery. Exhibition space for visual art'
,Artwork,Artwork,,False,osm_artwork,,' Open Street Map term artwork. Individual piece of public or museum-displayed art'
,Alpine Hut,Alpine Hut,,False,osm_alpine_hut,,' Open Street Map term alpine_hut. Mountain shelter for hikers and climbers'
,Industrial Plant,Industrial Plant,,False,osm_plant,,' Open Street Map term plant. Industrial plant or production facility'
,Insurance Office,Insurance Office,,False,osm_insurance,,' Open Street Map term insurance. Office providing insurance services'
,Airfield,Airfield,,False,osm_airfield,,' Open Street Map term airfield. Small airport or landing area for aircraft'
,Water Tower,Water Tower,,False,osm_water_tower,,' Open Street Map term water_tower. Elevated tank for storing and pressurizing water'
,Pumping Station,Pumping Station,,False,osm_pumping_station,,' Open Street Map term pumping_station. Facility that pumps water or sewage'
,Hot Water Tank,Hot Water Tank,,False,osm_hot_water_tank,,"' Open Street Map term hot_water_tank. Large tank storing heated water, typically industrial'"
,Bell Tower,Bell Tower,,False,osm_campanile,,"' Open Street Map term campanile. Freestanding bell tower, often adjacent to a church'"
,Sports Centre,Sports Centre,,False,osm_sports_centre,,' Open Street Map term sports_centre. Complex offering indoor or outdoor sports facilities'
,Fitness Centre,Fitness Centre,,False,osm_fitness_centre,,' Open Street Map term fitness_centre. Gym or facility for physical fitness and training'
,Beach Resort,Beach Resort,,False,osm_beach_resort,,' Open Street Map term beach_resort. Holiday resort located on or near a beach'
,Village Green,Village Green,,False,osm_village_green,,' Open Street Map term village_green. Common open grassy area in a village'
,Ship,Ship,,False,osm_ship,,"' Open Street Map term ship. Vessel or boat, often tagged as a mapped object'"
,Memorial,Memorial,,False,osm_memorial,,' Open Street Map term memorial. Structure commemorating people or events'
,Synagogue,Synagogue,,False,osm_synagogue,,' Open Street Map term synagogue. Jewish house of worship'
,Mosque,Mosque,,False,osm_mosque,,' Open Street Map term mosque. Muslim place of worship'
,Chapel,Chapel,,False,osm_chapel,,' Open Street Map term chapel. Small Christian place of worship or private worship room'
,Cathedral,Cathedral,,False,osm_cathedral,,"' Open Street Map term cathedral. Principal church of a diocese, often large and historic'"
,Train Terminal,Train Terminal,,False,osm_train_terminal,,' Open Street Map term train_terminal. End point station for train services or major hub'
,College,College,,False,osm_college,,' Open Street Map term college. Educational institution offering higher or further education'
,Arts Centre,Arts Centre,,False,osm_arts_centre,,' Open Street Map term arts_centre. Venue for performing and visual arts events'
,Ranger Station,Ranger Station,,False,osm_ranger_station,,' Open Street Map term ranger_station. Base for park rangers and conservation staff'
,Hospital,Hospital,,False,osm_hospital,,' Open Street Map term hospital. Medical facility providing inpatient and outpatient care'
,Track,Track,,False,osm_track,,"' Open Street Map term track. Linear route for racing, athletics, or transport'"
,Conference Centre,Conference Centre,,False,osm_conference_centre,,"' Open Street Map term conference_centre. Venue for conferences, meetings, and events'"
,Viewpoint,Viewpoint,,False,osm_viewpoint,,' Open Street Map term viewpoint. Location offering a notable view or panorama'
,Supermarket Shop,Supermarket Shop,,False,osm_supermarket,,' Open Street Map term supermarket. Large retail store selling groceries and household goods'
,Peak,Peak,,False,osm_peak,,' Open Street Map term peak. Mountain or hill summit'
,Storage Tank,Storage Tank,,False,osm_storage_tank,,' Open Street Map term storage_tank. Large container for storing liquids or gases'
,Lighthouse,Lighthouse,,False,osm_lighthouse,,' Open Street Map term lighthouse. Tower with a light to aid maritime navigation'
,Beacon,Beacon,,False,osm_beacon,,' Open Street Map term beacon. Navigational or warning signal marker'
,Port,Port,,False,osm_port,,"' Open Street Map term port. Harbor area where ships load, unload, or anchor'"
,Archaeological Site,Archaeological Site,,False,osm_archaeological_site,,' Open Street Map term archaeological_site. Area of archaeological interest or ruins'
,Train Station,Train Station,,False,osm_train_station,,' Open Street Map term train_station. Railway station where trains stop for passengers'
,'%s Train Station','%s Train Station',,False,osm_train_station_named,,"' OSM tag for train station preceded by its name e.g. ""Milngavie Train station"" '"
,Shrine,Shrine,,False,osm_shrine,,"' Open Street Map term shrine. Sacred place associated with a deity, saint, or relic'"
,Church,Church,,False,osm_church,,' Open Street Map term church. Christian place of worship'
,Historic Monument,Historic Monument,,False,osm_historic_monument,,' Open Street Map term historic_monument. Protected or notable historic structure or site'
,Landmark,Landmark,,False,osm_generic_landmark,,' Open Street Map term generic_landmark. General point of interest used as a landmark'
,Museum,Museum,,False,osm_tourism_museum,,' Open Street Map term tourism_museum. Museum or cultural attraction for tourists'
,Registry Office,Registry Office,,False,osm_register_office,,"' Open Street Map term register_office. Office for civil registration like births, deaths, marriages'"
,Graveyard,Graveyard,,False,osm_grave_yard,,' Open Street Map term grave_yard. Burial ground or cemetery'
,Marketplace,Marketplace,,False,osm_marketplace,,' Open Street Map term marketplace. Open area where markets or stalls operate'
,Fire Station,Fire Station,,False,osm_fire_station,,' Open Street Map term fire_station. Facility housing fire engines and firefighters'
,Ruins,Ruins,,False,osm_ruins,,"' Open Street Map term ruins. Remains of buildings or structures, often historic'"
,Weir,Weir,,False,osm_weir,,' Open Street Map term weir. Low barrier across a river to control flow or water level'
,Museum,Museum,,False,osm_museum,,' Open Street Map term museum. Institution preserving and exhibiting artifacts and history'
,Mall,Mall,,False,osm_mall,,' Open Street Map term mall. Large indoor shopping center with multiple stores'
,Volcano,Volcano,,False,osm_volcano,,' Open Street Map term volcano. Volcanic mountain or vent'
,Hot Spring,Hot Spring,,False,osm_hot_spring,,"' Open Street Map term hot_spring. Natural spring producing hot water, often recreational'"
,Glacier,Glacier,,False,osm_glacier,,' Open Street Map term glacier. Large persistent body of dense ice moving slowly over land'
,Wastewater Plant,Wastewater Plant,,False,osm_wastewater_plant,,' Open Street Map term wastewater_plant. Facility treating sewage and wastewater'
,Offshore Platform,Offshore Platform,,False,osm_offshore_platform,,"' Open Street Map term offshore_platform. Industrial platform located offshore, e.g., oil rig'"
,Gas Holder,Gas Holder,,False,osm_gasometer,,' Open Street Map term gasometer. Large tank or holder for storing gas'
,Water Park,Water Park,,False,osm_water_park,,' Open Street Map term water_park. Recreational park with water-based attractions and pools'
,Bandstand,Bandstand,,False,osm_bandstand,,' Open Street Map term bandstand. Raised performance platform often used for bands in parks'
